reviewText,label
"I really liked this band, I had all 4 of their Lp's back in the day! The only question I have is when will they release the other 3? They were one of the best horn bands around.",positive
"I thought this was a great live album and a great companion piece to Rock and Roll Animal!  One thing I can't figure out is why everybody's saying that ""Rock and Roll Animal"" is so much better than this!!  I find it to be just as good with the same rocking guitars and Lou's crisp, clear voice!  Someone else said that this doesn't have good sound quality but I couldn't disagree more - I compared this to Rock and Roll Animal and it sounds exactly the same in my stereo system!
""Walk On The Wild Side"" was my favorite song on here - I thought it was just as good if not better than the original!  ""Vicious"", ""Satellite of Love"" and ""Sad Song"" were great too!  ""Waiting For The Man"" wasn't quite as good to me as the original - the guitar riffs were there but it was missing those pounding piano parts which I thought gave the original a more driving, energetic feel!  ""Oh Jim"" was okay but dragged on a bit - rocking guitar playing in it though as it is through the whole album!
Overall I'm giving this a 5 - I think it's just as good as ""Rock and Roll Animal"" and I definitely recommend it to any fan of Lou Reed's or rock music in general!",positive
"5 stars...Eddie Van Halen is brilliant...from crazy original rhythms, to monumental solos; he IS a guitar. Hes the best, hands down. The orignal Van halen is raw power and energy. David Lee Roth is the most unique energetic frontman, Michael Anthony can serve you up a low thundering bass line and blow out your ear drums with a crushing high note. Alex Van Halen attacks the double kit like no other double bass drum player. The album defined what VH was ready to do; take over the rock world.",positive
"Having been a teenager in the 1970's and gone to a John Denver concert, this album is really nostalgic for me.  I have always loved John's mellow voice and have enjoyed his music for years while he was alive and cherished it after he died.  This CD has 16 tracks with some traditional Christmas songs and some of his own composition. It is classically John Denver with one recitation piece about a forest tree named Alfie that asks everyone to remember the wind, the trees, the water, and all the animals that live there in their Christmas prayers and thoughts.  John was the consummate advocate for all things of nature and this CD carries that same message.  The CD reminds me of what John stood for and his love of Colorado with songs like Aspenglow. This album is a classic and if you loved his music and have not heard it for a while, this will surly bring back fond and peaceful memories. I am very glad that I made this purchase.",positive
"The Alpha team has improved on they signature sound with 'Stargazing', their lastest release which is really a concept album, maintaining a constant theme of yearning for affection among the constellations. I may be looking too deep into this album, but to put it simply, Stargazing is easy listening with occassional momments of quirky fun.

Martin Barnard's voice and delivery has improved here on haunting tracks like 'Lipstick from the Asylum' (one of my favorites), 'Saturn in Rain' and 'Portable Living Room'. On Alpha's previous releases Barnard tended to vare off into over emoting crescendos but here he has shown restraint. New coming Kelvin Swaybe is to Alpha as Horace Andy is to Massive Attack, lending his soulful voice that reminds me of oldschool R&B and soul.

I think the male vocalist stand out more on this album, where as the female vocalist, Wendy Stubbs and Helen White, tended to stand out more on 'Come from Heaven' and 'Impossible Thrill', or maybe it just seems that way because Barnard has improved and the addition of Swaybe. Yet Stubbs 'once around town, & 'silver light' and White's 'Blue Autumn' are bright and sweeping.

Thanks again to the dynamic duo of Jenk and Dingley for their amazing musical talents, setting a particular mood and tone to ditinguish each vocalist. Their production is slick and layered and never monotonous, blending in each track nicely as they go from hypnotic swirls to epic soundscapes, to moody blues then quirky & bouncy instrumentals with ease.

Fans of Alpha will love this blissful album and I think this is  most accessable to new comers. If you are new to Alpha it is safe to start with 'Stargazing' then go back to there dreamy first lp 'Come From Heaven', then complete your collection with the meandering 'Impossoble Thrill' if you want. If you're looking for smart, mellow Trip-hop you'll enjoy Stargazing till the Perfect End.",positive
"I bought BLUE JAYS on lp when it was released in '75. I LOVED IT from that day on. I thought I would go mad waiting for the CD.  I cant say I love EVERY song (blue guitar being my least fav.), but, this is my FAVORITE album! I recommend this album to EVERYONE!!!",positive
"After hearing this project discussed and sampled, at length, on Smooth Jazz Chicago.net, JazzTrax.com and Smooth Jazz USA (jazznotes.net), I decided to part with the $9.49 and download it. It's well worth the purchase price. As Dave Koz will tell you, it's the perfect soundtrack for Summer 2013, and I'm sure it will be good to go back and listen to it again, at various times in the future.",positive
"I almost didn't pick this up, but I'm glad I did. I'm most familiar with Fricsay's highly regarded recordings of two of the three pieces and was looking for a modern version of the Peacock Variations. What they may lack in terms of Fricsay's energy (and it's not much of a lack), they make up for in atmosphere, and the extraordinary preparation and polish of the performances. The sound is great too, but that's Telarc.

Between this and the Fricsay&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Kodly-Hry-Jnos-Suite-Fricsay-Haefliger-et-al/dp/B00000IX83/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Kodly: Hry-Jnos Suite / Fricsay, Haefliger, et al</a>, which seems to be available but out of print, I'm content. Some here find the Peacock Variations boring, but it's a piece that grows on one with patience. I got tired of hearing it on the radio, loving it, and then forgetting to pick up a recording of it.",positive
"I've had this disc for more than 10 years. I have just been listening to it now and am reminded of what an exquisite and exemplary example this is of Vangelis' finest work... And the Mp3 is like $10? Buy it now, no, now! You'll be glad you did... Pax
PS It's over 72 minutes long as well...",positive
Carol Burnett's performance in this musical by Mary Rogers is timeless. I love this show. I remember seeing  a broadcast of the original in black and white when I was a kid....and I have love the show ever since.,positive
"when I was 15 years old! This was my first exposure to Robin Trower and I was hooked. The title song was something mystical, with the phase shifted , swirling guitar  and the great voice(still one of the all time greats I think) of the late James Dewar. Then there were ""Too Rolling Stoned"", ""Day of the Eagle"" and on and on. Trower has always been compared to Hendrix, but I have always thought he has his own trademark sound. This album is definitely in my top 10 rock albums from the '70's.",positive
"Paraphrasing his own words, Victor Hugo (1802-1885) conceived ""Le roi s'amuse"" (1832) and ""Lucr&egrave;ce Borgia"" (1833) at the same moment and in the same part of his heart, like two twins. He added that, together, they could have been titled ""Le p&egrave;re et la m&egrave;re"".

The two dramas feature an evident symmetry, but their debuts were completely different.  As known, ""Le roi s'amuse"" met a lot of trouble since its premiere: censorship, and sociopolitical opposition banned it from theatres. On the contrary, ""Lucr&egrave;ce Borgia"" immediately met an enormous success. This is one of the reasons why Donizetti (1797-1848) chose the latter and he tried to rapidly replicate with his opera the great success of the drama (""Lucr&egrave;ce Borgia"" was premiered in Paris on 2 February 1833; ""Lucrezia Borgia"" was premiered in Milan, La Scala, on 26 December 1833).

In my opinion, the operatic transposition was hastily produced and the general dramatic impact of the opera is not completely successful.
A sort of partial lack of verisimilitude was a main feature of the original drama and Hugo aimed at it. It is a subtle and sophisticated feature that asks for a very delicate treatment.
The libretto, due to the need of narrative synthesis, amplifies this aspect with the result that the plot becomes quite incredible. There was also the problem to edulcorate the story and the text to avoid censorship
In such a situation, not even the inexhaustible genius of Felice Romani (1788-1865), one of my preferred librettists, could work magic: dramatic action is someway fragmented and verses are not elegant and airy as usual.
Also the moral aspect, another main feature of Hugo's whole production, is someway softened; the same, we are not completely involved by strong and contrasting feelings, one of the effect Hugo aimed to obtain.

In my opinion, the general weakness of its libretto affects the whole opera and, someway, it causes also a sort of debasement of the numerous, beautiful and very often anticipatory musical ideas the score contains.

In other words, on the whole, in ""Lucrezia Borgia"" dramaturgical and tragic impacts are far to be so intense and involving as in Piave (1810-1876)-Verdi's (1813-1901) ""Rigoletto"" (premiered 11 March 1851). Piave-Verdi had to front quite the same problems than Romani-Donizetti, but they had an enormous advantage: they worked nearly twenty years after Romani-Donizetti and they both were of the right generation. Besides, they had already worked on Hugo's ""Hernani"" (1830) to transpose it into ""Ernani"" (Venice, 9 March 1844.
In brief, considering also that Hugo is unanimously regarded as the father of French Romanticism and that in Italy Romanticism flourished later than in France, it is evident that Romani-Donizetti's poetics was not well suited to render Hugo's innovativeness.

I think that Romani-Donizetti's ""Anna Bolena"" (Milan, 26 December 1930), based on a mix of works by classicist or pre-romantic Authors (Pepoli, Pindemonte, Ch&eacute;nier), is far more convincing and better balanced than ""Lucrezia Borgia"".

Anyway, ""Lucrezia Borgia"", even if not excellent, is a good and interesting opera and, what's more, here it give us the occasion to listen to an absolutely exceptional performance, that manages to elevate the not perfect material into a sublime musical event.

This 1966 recording features Montserrat Caball&eacute; (b. 1933) in her extraordinary youthful prime and in one of her signature roles. The year before, in the same role, she had debuted at Carnegie Hall, under the same baton of Jonel Perlea (1900-1970), earning a 25-minute standing ovation. The protagonist and the conductor arrive at this studio recording perfectly tight-knit and I think we have to be grateful to RCA for this project catching a so magic moment of the great soprano.
Caball&eacute;'s performance is simply sublime, from the beginning to the end, in the main Arias as in the minor passages. Perfect emission, colorful timbre, mellow agility, precision, deep interpretative insight are terms that only partially render what we can here enjoy: pure gold!

Alfredo Kraus (1927-1999) is a perfect Gennaro. His pronunciation and his diction are simply astonishing. In 1966, Kraus was still in an ascending phase of his vocal development: this aspect is perfect suited to Gennaro's generous youngness.
The meeting of the young future king with the future queen of vocal control, ""filato"" and ""mezza voce"" is a gorgeous occasion for singing lovers. But the main merit of the two singers is the capacity to put perfect emission to use in dramaturgical interpretation: the result is simply outstanding.

Shirley Verrett (1931-2010) is a really extraordinary Maffio Orsini. The ""Falcon"" character of her wonderful voice is perfectly suited to a breeches role: a great and convincing interpretation. The coupling of her timbre with Caballe's one works very well and their voices do not overlap, but the one integrates into the other.

Ezio Flagello (1931-2009) shines in Don Alfonso role, where his ""basso cantabile"" sonorous voice adds consistency to the vocal palette of the cast.

The rest of the cast, completely Italian (Robert El Hage has made his home in Rome), is solid, reliable and well balanced: it is a typical high quality product of the incredible abundance of good singers Italy could boast in those years.

Jonel Perlea assembles with experience and innate talent the whole. He was not the kind of conductor who improperly asks for the spot-light. Here he has in his hands a vocal treasure and he manages to valorize it as it was his duty to do. At the same time, he gives to the instrumental parts the just role and evidence: really artistical and professional.

The RCA Italiana Opera Orchestra, largely made up of players in the Rome Opera orchestra, know the idiom and they perfectly support Perlea's style. Very well do also the RCA Italiana Opera Chorus (Chorus Master: the great Nino Antonelli).

The ADD stereo sound is excellent; the booklet contains a very detailed track-list and a synopsis (no libretto) in English, French and German. The two CDs (134' 15"") are contained in a traditional, not very robust, plastic box set sized for one CD.

Not to miss.",positive
great music,positive
"I ordered this for  my daughter and she loves it.

Joyce M.",positive
My daughter had this cd.  I liked it so I bought it and have been enjoying it since. Nice Christmas cd,positive
"This is such a good album. No need for lyrics when you have such a nice bass, and melody going! It's a shame they are not longer together as music partners because this is a very solid album.",positive
it s been a longtime comin finally pap is back his last album was weak inn production area this nope great beats ta go with papooses flow.,positive
"Even if you already have Testament's first two albums where these songs first appeared, you should definetly buy this CD because the songs are not just remixed or remastered - they're re-recorded! That means that Testament recorded again these tracks with today's technology and today's heavier sound. The tracks were great to begin with but now they sound AWESOME!! From start to finish, this CD never lets up, ALL the tracks are killer, my fave is Burnt Offerings which just leaves me floored every time I hear it. Eric Peterson is the best rythym player in metal and he has more than a few leads up his sleeve as well. Alex Skolnick returns (though just for this album) to provide his ever tasteful shredding. DiGiorgio on bass and Tempesta on drums keep things rock solid and Chuck Billy's amazing voice delivers like a demon from hell. A must have for Testament fans and metal fans in general.",positive
I now listen to this great tape while driving my ancient jalopy which still has a working cassette player.  Punk still means something to me.,positive
"Great rock band, great music!",positive
"Saludos! esta nueva versin del lbum ""VIVA LA VIDA..."" aparte de tener una sencilla pero elegante presentacin (es una caja de carton en la que vienen el CD con un pequeo folleto de un lado y del otro lado el DVD), el CD muy bueno, y el DVD excelente, contiene todos los videos promocionales para este lbum, con una magnfica calidad de AUDIO y VIDEO, me hubiera encantado que para los anteriores lbumes (como PARACHUTES y A RUSH...) tambien hubieran sacado a la venta ediciones de CD+DVD",positive
Good sound.  Original recordings.,positive
"The first of which is For the Love of You, pts. 1 & 2 (#23, I believe). This song is more than just a bedroom slow jam, it's a ballad of emotional fragility and dependance with some amazing harmonies. I have always loved this song. Secondly, we have That Lady pts. 1-2 (#44) - and be thankful it's pts. 1 & 2, since not only do you get pt. 1 (which would probably make the list in its own right) but also the DNA-altering, Hendrixian guitar solo which is pt. 2. Finally is Harvest for the World (#90), a call for brotherhood in a truly insane world. It also sounds very unlike the  Isleys, in fact closer to Neil Young. Proves the group had more variety than one would think...

Besides those, you also get It's Your Thing, Spill the Wine, Caravan of Love, Shout, The Pride and Fight the Power. But every song is good. What's not to like?",positive
"I saw Only Boys Aloud on TV and knew I wanted a CD of them singing. This is a large group of young boys in Wales, I believe they are all under 19 years old. The have outstanding harmony and really do sing as one. They sing the majority of their selections in the Welsh language. One intention of the founder and leader of the group was to keep young Welsh boys tied into their Welsh Heritage. I enjoy listening to this CD over and over. It shows that a person does not need to understand the words to be able to appreciate the beauty of a melody sung well, similar to Opera.",positive
"Excellent performance and recording. A must-have for Bill Evans fans. But, that really does not matter - once you ""get it"" (Bill Evans, that is) you will probably need to buy all of his recorded output, at least up to about 1965. Here is my advice; load your shopping cart up with every single recorded performance by Bill Evans from 1959 to 1965 and buy them all on CD.",positive
One of the chipmunks best.,positive
"This album is indeed a little different from their other stuff, but it is so true to the band itself. If you understand Satyricon and don't fear progression then you should dig this. The production is very very very good (very clean, very heavy, still no triggers for Frost). It is the opposite of Nemesis Divina. It's a culmination of the last 3 albums and bi of confidence in where they want to go as a band. Feeble minded black metal dorks that cannot accept anything other than Shadowthrone need not apply.",positive
This is Rodney at his best.  A great songwriter and a great musician.  I know him personally and he's also one fine gentle - man.,positive
good cd,positive
Love this CD. Never knew Over the Rainbow had a second verse!,positive
"What can I say, Skynyrd's second, and arguably best album.  If you are into classic rock, southern rock, heck, even country...why don't you already own this album?  The bonus tracks on this particular CD make it worth it.  The sound quality is like you are in the studio with them...get it!",positive
"Lotus is a dream come true.  A recording of two Santana concerts in Osaka, Japan in support of Caravanserai, it blends songs from the group's then-current (mid-70s) jazzy period with old favorites, and is dished out by both the ""New Santana Band"" of the time and the ""Old Santana Band.""  Yes, a live Santana CD with Michael Shrieve, Chepito Areas, and Armando Peraza (New) all on percussion!  Tom Coster remains most prominent with his Hammond organ, but Lotus also features Richard Kermode (New) on keyboards.  In substance, only one song from Caravanserai is included, a great version of ""Every Step of the Way,"" but Welcome is represented by ""Samba de Sausalito"" and the pretty ""Yours Is the Light.""  Coster bedazzles on the rockers from the first three albums as well as Airto's Brazilian jazz ""Xibaba,"" one of the best moments in so many great ones.  There is a 16-minute, unforgettable version of ""Incident at Neshabur,"" with an extended, lovely coda--What more could you ask for?  Carlos's superpowered guitar is mesmerizing, always; the entire atmosphere is otherworldly, dark, beautiful, modern jazzy (there is also a nod to Chick Corea), and most of all, electrifying.  Early Santana and Lotus rule.",positive
If you like Texas Honky Tonk music than Dale Watson and the Lonestars is just about as good as it gets.  Sample it on Amazon and I guarantee you don't have to be from Texas to like it!,positive
This is the first time I saw the first album in it's entirety the way it was on vinyl. The remastering sounds good. I recommend it.,positive
"I've just been hit by an INFERNO of some strange RESIN of a WICKED PANACEA of some STEROIDHEAD(ed) music that makes me feel I CAN'T RELAX because there is a MEAT HOOK of HYPER DOOM awaiting all the SOCIOPATHS who's LYCANTHROPE(ic) tendencies give rise to an UNDERTOW of the HORRORS of the INFERNO that haunts my soul.
 Thx Marty, this new heavy music is magic.

  YOU BUY NOW!",positive
"In a world where every hip-hop album is a classic, the Wu-Tang Clan's 1993 debut would still stand apart from the rest.
On the surface the drawing point is the stripped down and basement-raw production; complete with kung-fu samples, thumping drums and piano loops...a complete contrast to the gangsta-funk dominating the radio at the time.
But the real gem here is the individual appeal of eight completely different and instantly recognizable mcs each bringing their own unique sound to the table.
At the top you have Method Man's straight-blunted charisma, ODB's insane rambling and Ghostface's high pitched slang. You get a dose of Raekwon's rapid-fire pitch followed by GZA's slow and calculated wordplay.  Inspectah Deck is an mc's mc, while RZA's wicked flow goes straight for the throat and U-God's gruff voice assaults the track.
All-killer, no-filler...there is something on here for every rap fan, from underground to commercial.",positive
"Out of all the music that Beethoven wrote these particular Sonatas are my favorite, and Arthur Rubinstein my favorite interpreter.  This cd is a gift to anyone's ears.",positive
STILL FOLLOWING U GENE GROOVE ON,positive
"I normally would not have purchased this cd, but I read a good review somewhere and thought that I'd give it a try. I can play it over and over again and never get tired of it. smooth listening, well produced. A true gem!!",positive
Great product! Will do business with again.,positive
MASTERPIECE \nn/,positive
Classic Rush album gave triumphant music. A truly brilliant album. A must have for any Rush fan. Good for the soul.,positive
"In the early 70s,there was Aerosmith. A band which formulated what american rock n roll was going to be all about:big riffs,hard drums,long hair,chicks,booze,drugs,and good times. Then at a time when rock was faltering to the big haired clowns of the 80s,Guns N Roses came around to remind us what real american rock n roll was all about and did it in the same spirit as their predecessors,maybe even a bit more extreme.

And now almost 20 years later,in a music scene where videos define an artist instead of records and the term ""rock"" has been associated with whiner bands and so called ""punk"" rockers,Silvertide releases their debut album oozing of ""absent for the past 15 years righteous american hard rock"" to thousands of rock n rollers all over,praising their arrival. This album has everything american rock has been missing since the demise of the original Gunners. Walt Lafty is an amazing frontman. A lot of people say he sounds like Chris Robinson of The Black Crowes. I say he sings more in the style of Steven Tyler and the comparison with Chris Robinson is pretty close. However,Walt manages to sound like Walt and carve out his own style. The lead guitarist Nick Perri(no relation to Joe)is insane and very energetic. I haven't heard a more charismatic guitarist on record since Slash,Angus Young,or even,dare I say,Eddie Van Halen?His solos are very touching and well constructed like Slash's(it's been said that Slash is one of his influences)with a lot of soul.

The whole record in my opinion is a winner without filler.""Ain't Coming Home"" all the way to ""Mary Jane"" alone are 6 of the most insane guitar driven tracks to open any album. They are all fast paced rockers which have ""Anthem"" written on every single one of them. Yowza.""Heartstrong"" slows down the pace just a little only to be sped up again for the addiction anthem ""To See Where I Hide"" and the very 70s era Aerosmith sounding ""You Want It All"".""Nothing Stays"" is a very good ballad which starts off slow and is carried on with very touchy lead playing by Nick Perri and very thought provoking lyrics by Walt.""FJC"" is an okay closing track. I usually skip this one only because it has to do with war and all that political stuff. Tracks like this belong to bands like U2 who take themselves way too seriously. Could've chosen a better closing track like ""Nothing Stays"",that would have been great. But other than that,a very pleasing debut from what I think is going to be the biggest rock n roll band since Guns N Roses. You can quote me on that!!!!!",positive
"I love these guys from their two most recent CDs, and I'm thrilled that Reimagining is as strong as both of them.  Panoptic Modes and Blood Sutra introduced me to a ""jazz"" sound that I'd never heard before.  So, with this release I am more familiar with the players, but also still surprised.  The word ""tapestry"" keeps coming to mind; there is a weaving and interweaving, sometimes straight sometimes delightfully uneven.  Vijay will come on and then drift away from the drums, and it's very moving when I really try to hear it all and take it all in.  Another thing is the ""orchestration"" that they achieve. Vijay and Rudresh really get a unique sax/piano thing going, almost in unison, but then not.

I've been talking of the ""sound"", but something else I find very special (and it may be my imagination here) is the honesty and awareness of mankind that comes across.  Certainly, their ""cover"" of Imagine doesn't convey a naive optimism, and although ""heavy"" seems to ask ""shouldn't we not give up"".  And on Experience, (my favorite) although a very short piece, you can sense immensity.

This is a fabulous CD.",positive
Hank 3!! enough said  this man can do it all.  However live Hank 3 is way better than recorded Hank 3,positive
"Beautiful, Dancy, Sexy, Fresh, Powerful, Modern, Club-Hopping...it's what comes to mind when I play Ultra Nate's new album. Her music is fabulous and fills my room with perfect summer tunes. My ipod is pumping out the entire album, as well as my stereo at home. Got the CD in the mail a couple days ago and I must say it's just super. UN's voice is powerful and sexy. The songs have totally underestimated my expectations of the album meaning I was pleasantly surprised, track after track. There isn't one song that doesn't appeal to me.

My friend told me that the album contains lots of different styles of music, but, to me, it's mostly club-style and/or lounge. Speaking of lounge, track 1 is a definite lounge/ambient number. A perfect opener to a perfect album. The photos of UN are divine and totally decorate the booklet and packaging artwork. At first, I didn't like the front cover image cos it's very photoshopped, meaning it looks too screened and soft, as if it's not really a photo of her at all. Looks more like an airbrushed image because of the screened softness.

UN's voice reminds me very much of Simone Denny (Love Inc.) and a little bit of Kristine W. as well. I haven't heard anything of UN since buying her ""Situation Critical"" album in 1999 from a second hand music shop in some bargain bin. I never really cared for her music, other than her big 1998 hit ""FREE"". But now I truly love both that and this album very much and appreciate her big time. Track # 6 is a cover tune of 80's pop trio ""The Pointer Sisters"" classic hit ""Automatic"". Rearragned with UN's powerful voice and modern-day techno beats/sounds, I can't help but fall in love with the song all over again.

A true 2007 Clubfloor toe-tapping album, Grime/Silk/Thunder is surely going to be a winner when it's released here in our Canadian music stores. I bought my copy online as an import cos I sure as heck wasn't going to wait!
Tracklisting:
01- Loosely Based On
02- Love's the Only Drug
03- Freak On
04- Give It All You Got (Featuring Chris Willis)
05- Scandal
06- Automatic
07- Slow Grind
08- Falling
09- Getaway (Featuring Dajae)
10- Feel Love
11- Lethal Shot
12- Star (It's Showtime)
13- This House
14- It's Over Now
Total Playing Time: 72:36",positive
"This is a long overdue retrospective of Macca's post-beatles exploits. Each Beatle took a different approach to their new found solo status: Harrison unleashed a hoard of rejected Beatle songs, Lennon went into primal scream mode and Starr dabbled a bit and grabbed himself a few hits on the way. McCartney, on the other hand, went right back to basics and the pared down homemade demo quality of his debut was a far cry from the high production values of Abbey Road.
Ram was a little more adventurous and well rounded offering but still only hinted at the sleeker, commercial sound of Wings once they had got off the ground, so to speak, after the initial crash landing that was 'Wildlife'. And here, on two nicely priced CD's are most of the best of McCartney's prolific seventies output.
CD 1 is basically an update of 'Wings Greatest' and includes singles ommited from that disc (Listen to what the man said, Goodnight Tonight) and some better post-Wings solo moments (Coming up, No more Lonely Nights) and it is, it has to be said, quite excellent.
CD 2 is a little less predictable and includes many fine album tracks (Bluebird, Junk, Every Night, Too Many People) and less well known singles (Maybe I'm Amazed, Waterfalls, Take It Away) that are equally good.
Things do tend to peter out toward the end, however with the inclusion of some less worthy songs. 'Girlfriend' from 'London Town' is included when virtually anything else from that album would have been a better choice. The awful 'Tomorrow' from the equally awful ' Wildlife' and an unnecessary reprise of 'No More Lonely Nights' are tagged as if the compilers were struggling to find material to include. By including such filler at the expense of great forgotten singles such as 'Old Siam Sir', 'Girls School' and 'London Town' beggars belief.
On the other hand maybe we should just be thankful for what isn't here rather than what is. The absence of such dross as 'We All Stand Together', 'Ebony and Ivory', 'Mary Had a Little Lamb', 'Say Say Say' and other less fondly remembered moments comes as quite a relief.
Without the other Beatles input McCartney always did have problems with his own quality control, but this compilation proves, if any were needed, that he could still write cracking songs when he put his mind to it. Five stars for CD 1 and four for CD 2",positive
"A very good album, and much better than I thought it would be.  This is NOTHING like Disco 2 which was a true remix album and who's songs were blended together; this album feels more like a new album than a remix one (but maybe that is b/c of the amount of new songs found on this EP and the fact the songs are seperated and do not merge w/ each other).  I would describe this EP's sound as New-wave revival w/ a modern twist, but not as cheesy sounding as some of the other stuff out nowadays.  If you are a PSB fan and/or a fan of artists like Felix Da Houscat (who remixes London on track 4), Miss Kitten, The Hacker, etc. than this album is certainly for you.  The Pet Shop Boys have done it again!!!",positive
"No one artist will ever be missed more by me than Bill Monroe.  As a teenager back in the early 80's, before the corporate mentality took over bluegrass, Bill was out there burning things up.  Nothing in this world will ever mean as much to me as watching Bill perform ""My Last Days On Earth"" live at Bean Blossom in 1983.  His name is synonymous with people like Louis Armstrong, Robert Johnson, Elvis and Roy Acuff due to his guiding influence.

What is found on this disc are two phases of Bill's career.  The first is the mid to late 50's when rock n roll was gaining popularity and country artists were plugging in to keep pace.  Bill, ever the purist to what he'd created and being his typical hard headed self, refused to put any band on the road that carried an electirc instrument.  It was during this era that gigs were hard to come by for ""hillbilly"" music.  That doesn't in any way take awy from these perfomances however.  Bill and crew were at the top of thier respective game and the delivery is completely flawless.  Ed Mayfield is the guitarist and lead singer on several of these cuts.  The toure de force he turns in on Blue Yodel # 5 alone is jaw dropping.  Also included is a guest spot with Don Reno playing banjo on Bluegrass Stomp, with Bill providing some of the spookiest, blusiest playing ever to be heard.

The second phase is equally impressive featuring the likes of Richard Greene, Pete Rowan, Bill Kieth (introduced as Brad because Monroe was to be the only Bill on stage) and Tex Logan.  It was at this time that Ralph Rinzler had begun managing Monroe's career and a resulting rennisance was underway, which in no small way helped Bill attract younger, more progressive pickers.  The most amazing cut from this period would have to be ""Wayfaring Stranger"" with a completely impromtu instrumental call-and-answer on Bill's break.

This disc, along with the Doc Watson duet (also on Smithsonian Folkway) and the Bear Family box sets of Monroe's Decca recordings are about all a bluegrass fan will ever need for a complete catalog of The Father of Bluegrass' genius.",positive
"That's the sound of me relaxing into this third (and most successful) of the vibrant tenor, Rolando Villazon's, recital cds.  Most successful because it eschews, for the most part, the usual suspects with which most tenors fill their albums.  (Can we please put a moritorium on ""E lucevan le stelle""?)  To be fair, a number of standards are on Villazon's previous cds, but here we have some wonderful suprises, particularly Strauss' ""Di rigori armato il seno"" (the Act 1 tenor aria from ""Der Rosenkavalier."")  This is one of the most beautiful arias in all of opera, as far as I'm concerned, and Villazon sings it beautifully.  But then, he sings everything beautifully.  There's not a single mistep on this disc; it simply confirms that Villazon's quick ascendency in the opera world hasn't been a fluke.  (Unlike a Salvatore Licitra, for instance.)  With tenors out there like him, Juan Diego Florez and Jonas Kaufmann, I'm feeling a lot better about the future!",positive
"Praga Khan, Ruth McCardle, Jade 4 U, and company don't mess around with this album, which goes into sexual overdrive from their debut, Lust.  Voodoo-U might as well be the official album for Penthouse, Hustler, and other stronger monthly ""advanced biology"" magazines.
And of course, there's ""Crablouse"", Lords' tribute to that tiny creature who's there to bite, her parasite, love machine, turns her on, and so forth.  The wailing chorus, sung over a wall of guitar and techno, sounds Middle Eastern.
I always get a rise out of the revved up heavy guitar riffs that begins ""Young Boys"".  This song is for the ears what some of the lyrics say, a candybar and something nasty and spicy.
""Out Comes The Evil"", begins with a nursery rhyme--""Half a pound of tupenny rice/half a pound of treacle/that's the way the money goes/pop goes the weasel."" Repeat, then the evil version, ""Half a pound of heroin/half a pound of treacle/that's the way the story goes/out comes the evil.""  What follows is four minutes of techno, accompanied by ""Whoooooooa yeah!/Whoooooooa yeah!/Feels so good/feels so bad!""  It ends with some high-pitched ecstatic, throes-of-passion female screaming.
""Mister Machoman"" incorporates some metal guitar chords with the chorus:  ""Rock your body from the left to right/rock your body, make you struggle and fight""
""Marijuana In Your Brain"" is their shot at reggae, which is briefly interrupted by an burst of techno during the chorus.  I wonder if this is in any hempilation type compilations.
I finally decided to get the extended version of Voodoo-U, hoping that the four extra songs included would enhance the rest of the album.  Verdict?  Well, the old school disco mix of ""Young Boys"", entitled ""Young Boys Go To Studio 54"", wasn't bad.  Neither was ""Lords On 45"", consisting of snippets from ""Let's Get High"", ""Crablouse"", ""I Sit On Acid"", ""Rough Sex"", ""Do What You Want To Do"", ""Young Boys"", and ""I Must Increase My Bust"".
The Van Acker mix of ""The Crablouse"" is passable, as the distorted vocals remind me of songs from a cassette that's been sitting in the sun too long.  However, ""The Real Thing"" is a song that is B-side fodder and could have been left off.  It's the only letdown on the album.
Chris Cooper's artwork of erotic she-demons in the infernal deep nearly outdoes the music itself.  A techno classic and one that must be heard to be believed!",positive
"...for this CD. The actual CD sounds wonderful.  I'm glad I trusted the reputation of this performance and not the listening samples on this web site when I decided to purchase this Weihnachts-oratorium.  Having heard it, I can well understand why some folks call this the best Weihnachts-oratorium ever.

DG/Archive did not skimp on the packaging.  Three CDs are in a folding box that is actually easy to open and extract CDs from.  The box has plenty of room for the booklet of track listings and LYRICS in German and English! (and another language; French? I wasn't paying attention).

I can't add to what other reviewers have said about the singers.  They are all great.  I could quibble about whether one piece should be a tad faster and another piece should be a tad slower, but it would be nit picking.

Buy it and enjoy it!",positive
This album is very enjoyable.  This superstar group covers the rock classics in a unique way.,positive
"This is a work of music I can listen to over and over again. Beautiful lyrics and music, thought provoking and touching.  I love when CDs like this one come along.",positive
